Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_itchyeye,Démangeaisons oculaires,"1, Oui | 0, Non | 99, Inconnu",Défini comme une démangeaison dans un œil ou les deux yeux.,Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation.
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_redeye,Yeux rouges / roses,"1, Oui | 0, Non | 99, Inconnu","Défini comme une inflammation ou une infection de la conjonctive, caractérisée par une rougeur dans un œil ou les deux yeux.",Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation.
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_paineyes,Douleurs oculaires,"1, Oui | 0, Non | 99, Inconnu",Défini comme une gêne ou une douleur localisée dans ou autour de la région de l'œil.,Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation. 
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_eyelidedema,Œdème des paupières,"1, Oui | 0, Non | 99, Inconnu",Défini comme un gonflement dû à une accumulation de liquide dans les tissus de la paupière.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation.
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_eyedischarg,Écoulement oculaire,"1, Oui | 0, Non | 99, Inconnu","Défini comme l'écoulement d'un liquide clair à purulent provenant de l'œil, souvent indicatif d'une infection ou d'une irritation.",Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation.
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_hazyvision,Vision trouble / floue,"1, Oui | 0, Non | 99, Inconnu",Défini comme une perte d'acuité visuelle entraînant une vision floue ou déformée.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation.
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_eyelightsensi,Sensibilité des yeux à la lumière,"1, Oui | 0, Non | 99, Inconnu","Défini comme une intolérance anormale à la lumière, provoquant une gêne ou une douleur dans les yeux lorsqu'ils sont exposés à une lumière vive.",Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. 
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_visdist,Troubles visuels,"1, Oui | 0, Non | 99, Inconnu",Désigne une perturbation de la vision normale sans nécessairement affecter l'acuité visuelle.,Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation.
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_ocularoth,Autres symptômes ophtalmologiques,"1, Oui | 0, Non | 99, Inconnu","Désigne d'autres signes et symptômes liés à l'œil, non spécifiés ci-dessus.",Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation.
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_ocularoth_spec,Précisez les autres symptômes ophtalmologiques,,"Désigne d'autres signes et symptômes liés à l'œil, non spécifiés ci-dessus.","Si « Oui », précisez les autres signes et symptômes ophtalmologiques. "
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_ent,Symptômes au niveau des oreilles/du nez/de la gorge,"1, Oui | 0, Non | 99, Inconnu","Désigne des signes et symptômes liés à l'oreille, au nez et à la gorge.",Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation.
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_earpain,Douleur à l'oreille,"1, Oui | 0, Non | 99, Inconnu",Désigne une sensation douloureuse dans l'oreille.,Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation.
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_tinnitus,Acouphènes,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une perception anormale des sons par une personne en l'absence de stimulation auditive.,Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation.
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_parot,Parotidite,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une inflammation des glandes parotides.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. 
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_paed,Symptômes spécifiques à l'enfant,,,
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_contcry,Des pleurs continus,"1, oui | 0, Non | 99, Inconnu",,
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_feedingdiff,Difficulté d'alimentation,"1, oui | 0, Non | 99, Inconnu",,
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_otherdesc,Autres  symptômes,,,
présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,adsym_unlisted,Autre(s) symptôme(s),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la présence d'un autre signe ou d'une autre anomalie non mentionné ci-dessus.,Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation. 
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_sys,Signes systémiques / généraux,,Il s'agit de signes et symptômes systémiques / généraux / non spécifiques.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. 
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_hypotherm,Hypothermie,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une baisse anormale de la température corporelle due à un dysfonctionnement de la thermorégulation.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. 
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_coldperiph,Extrémités froides / moites,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une peau froide et humide au toucher, souvent associée à une insuffisance circulatoire et à des symptômes tels que l'agitation et l'hypotension.",Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. 
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_dehyrdation,Déshydratation,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une perte excessive d'eau par l'organisme.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. 
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_dehyrdation_type,État de déshydratation,"1, doux | 2, modéré| 3, sévère",Cela fait référence à une perte excessive d’eau du corps.,Indiquez « Oui » si le patient a vécu cela à un moment donné depuis le début de cette maladie jusqu'à sa présentation.
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_oedema,Œdème,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une accumulation excessive de liquide dans les cellules ou les tissus intercellulaires.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. 
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_oedema_site,Site(s) de l'œdème,"1, Pieds | 2, Cheville | 3, Jambes (sous le genou) | 4, Jambes (au-dessus du genou)  | 5, Scrotum/Lèvres | 6, Sacrum | 7, Abdomen | 8, Cou | 9, Visage | 99, Inconnu | 88, Autre",Cela fait référence à l'emplacement de l'œdème.,"Si « Oui », précisez la localisation de l'œdème. Sélectionnez toutes les réponses qui s'appliquent."
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_oedema_site_oth,Préciser les autres sites de l'œdème,,Cela fait référence à l'emplacement de l'œdème.,"Si « Autre », précisez la localisation de l'œdème."
